기준일자,KOSPI지수,A000270(기아),A000660(SK하이닉스),A005380(현대차),A005490(POSCO홀딩스),A005930(삼성전자),A005935(삼성전자우),A006400(삼성SDI),A035420(NAVER),A035720(카카오),A051910(LG화학)
20161028,2019.42,41150,42450,140500,235500,32280,26160,93000,172244,15977,241500
20161031,2008.19,40700,41000,140000,237000,32780,26340,94300,171643,15334,246500
20161101,2007.39,40850,42000,141500,238000,33040,26540,94600,169640,14973,244500
20161102,1978.94,40850,41000,139500,234000,32860,26220,93400,165434,14311,243000
20161103,1983.80,41150,41150,136500,237000,32320,25700,93900,162630,14331,245000
20161104,1982.02,41000,41200,136000,238000,32540,25820,93700,158024,14692,244500
20161107,1997.58,40900,41500,137000,244000,32800,25900,94800,164232,14792,250000
20161108,2003.38,41450,41500,138500,242500,32880,25880,94800,163231,14913,252500
20161109,1958.38,39850,39650,134000,231500,31920,25200,93500,161228,14311,242000
20161110,2002.60,38100,41000,129000,247000,32980,25880,93700,161428,15997,241000
20161111,1984.43,38000,39850,131500,249500,31960,25020,92300,152215,15615,236500
20161114,1974.40,37600,39700,132000,252000,31060,24320,92200,149411,15214,235500
20161115,1967.53,36950,39700,130500,254000,30780,24180,94800,149011,15254,240500
20161116,1979.65,37000,40850,131000,253500,31160,24520,94700,150413,16117,238000
20161117,1980.55,36650,41900,132000,253000,31360,24720,95300,149211,16258,239500
20161118,1974.58,36650,42000,129500,253000,31720,24940,93400,154419,16197,233500
20161121,1966.05,37000,40750,133500,253000,31860,24860,92900,157423,15856,230500
20161122,1983.47,36950,42700,133500,258500,32800,25560,93500,162230,16418,232500
20161123,1987.95,36750,43050,134000,263000,32980,26020,93900,159225,16438,234500
20161124,1971.26,36950,42650,135000,264500,33000,26120,90200,160627,16197,219500
20161125,1974.46,36900,42600,136000,263500,33000,25800,90700,161228,16318,222500
20161128,1978.13,37050,42600,135000,258500,33540,26160,91500,161829,15936,224500
20161129,1978.39,37150,42400,134500,252000,33540,25840,93000,160427,16017,226000
20161130,1983.48,37400,42900,133000,249500,34920,27120,92300,159826,15595,226500
20161201,1983.75,37150,44200,132000,251000,34980,27220,91800,153017,15394,229500
20161202,1970.61,37200,44400,133500,253000,34540,27220,91300,151214,15113,231500
20161205,1963.36,37350,44400,134000,249500,34360,27640,89800,153017,14993,233000
20161206,1989.86,38000,45200,136500,258500,34960,28280,89900,151414,15073,242000
20161207,1991.89,37650,45250,136500,263000,35440,28380,90700,150213,15073,244000
20161208,2031.07,38900,46250,142000,279000,35800,27960,94500,161028,15314,252000
20161209,2024.69,39050,45500,144000,279000,35600,28020,93900,160227,15936,251500
20161212,2027.24,38850,45300,144500,282500,35040,27100,96300,158625,15977,249500
20161213,2035.98,39600,44950,145000,268000,35320,27220,97800,157423,15896,254500
20161214,2036.87,39600,45850,143500,271000,35540,27540,97700,157223,15796,247000
20161215,2036.65,39200,45600,142000,268500,35180,27440,102000,157423,15675,253000
20161216,2042.24,39250,46400,139500,265500,35860,28400,104000,161428,15555,251000
20161219,2038.39,39250,45150,142000,258500,35900,28600,107500,160227,15696,259500
20161220,2041.94,39350,45150,143500,259000,36240,28760,110000,157623,15435,258500
20161221,2037.96,39250,45000,143500,264000,36100,28640,108000,156021,15274,263500
20161222,2035.73,38800,45500,142000,261500,36180,28360,106500,154819,15013,264000
20161223,2035.90,39100,46300,144000,264500,35640,27920,108500,153818,15053,266500
20161226,2037.75,39000,45650,144500,256000,35960,28180,108500,153217,15073,263000
20161227,2042.17,39500,45650,144500,258500,35980,28560,109500,154619,15013,266500
20161228,2024.49,38950,45350,143500,255500,35760,28480,107500,152816,15154,261000
20161229,2026.46,39250,44700,146000,257500,36040,28660,109000,155220,15455,261000
20170102,2026.16,39500,45800,150000,260500,36100,28800,106000,155620,15394,253000
20170103,2043.97,40750,47250,153000,256000,36480,28780,110000,153617,16057,262000
20170104,2045.64,41300,46500,154000,254500,36160,28800,108500,162230,16920,268500
20170105,2041.95,41100,46950,153500,247500,35560,28280,112000,158424,16860,267500
20170106,2049.12,40750,48000,151000,250000,36200,28620,113000,160026,16800,266000
20170109,2048.78,40350,49550,150500,244000,37220,29440,116000,156021,16619,264500
20170110,2045.12,40500,49750,152000,249500,37240,29540,116500,158625,16458,267500
20170111,2075.17,40300,51600,148500,269000,38280,30740,116500,159426,16699,280000
20170112,2087.14,40550,50600,148000,266500,38800,30740,116500,160627,16438,285000
20170113,2076.79,40550,50300,149000,267500,37460,29720,117500,158224,16840,283000
20170116,2064.17,40500,49300,150500,267500,36660,29320,113500,159025,16579,278500
20170117,2071.87,40700,49300,153500,265000,36960,29520,114000,159225,16438,278500
20170118,2070.54,41150,48850,154000,268000,36940,29460,112500,157823,16278,271500
20170119,2072.79,40800,49600,152000,278000,37480,29680,105500,160427,16518,270500
20170120,2065.61,39750,49150,153000,273000,37200,29420,107500,157223,16137,261000
20170123,2065.99,39400,50800,149000,270500,38060,30160,106500,154419,15856,265500
20170124,2065.76,38400,51600,146500,271000,38160,30440,110000,152416,15816,263000
20170125,2066.94,37500,51700,142000,267500,39400,31640,112500,152816,15274,263500
20170126,2083.59,37750,53300,142500,276000,39900,32300,116000,150813,15475,270000
20170131,2067.57,36400,53700,139500,271000,39460,31420,115500,151815,15595,262000
20170201,2080.48,36500,54000,139500,278000,39120,31300,118000,154419,15736,272500
20170202,2071.01,35700,52800,136000,272500,39360,31480,118500,154619,15595,274500
20170203,2073.16,36150,53700,137500,265500,39460,31320,118500,155019,15655,275500
20170206,2077.66,35900,53700,136500,262500,39560,31540,122000,156021,15515,277500
20170207,2075.21,36650,53300,139000,268000,38820,31200,123000,160227,15716,273000
20170208,2065.08,36800,54600,139000,268000,38400,30980,122500,159225,16017,270500
20170209,2065.88,36500,52700,140000,271500,38400,31120,126000,157623,17141,272000
20170210,2075.08,36800,50000,141000,275500,38360,30740,125000,159225,17081,281000
20170213,2078.65,36900,50700,139500,278500,37960,30460,124000,159225,16880,279500
20170214,2074.57,37000,48450,140000,282500,37580,30380,125500,154218,17040,277000
20170215,2083.86,37350,47900,145500,282000,37720,30280,127000,154819,17040,282000
20170216,2081.84,37600,49600,150500,281000,38020,30460,123000,155620,16539,275000
20170217,2080.58,37950,50400,150500,285000,37860,30140,124000,156221,17000,277000
20170220,2084.39,37800,49900,150000,284500,38660,30740,123500,156421,17020,278500
20170221,2102.93,38000,50900,151000,288500,38940,30960,125000,158224,17743,278000
20170222,2106.61,38350,50600,149500,293500,39300,31180,123000,159626,17964,279500
20170223,2107.63,37850,50200,146000,292000,39180,31100,125500,161829,17643,284000
20170224,2094.12,38100,47500,148000,280000,38220,29960,125000,160828,17683,281000
20170227,2085.52,38250,46000,148500,280000,38060,29780,127000,159426,17221,282500
20170228,2091.64,38250,46700,149500,283500,38440,29920,129000,155420,17141,283000
20170302,2102.65,37100,47700,148500,291500,39720,31340,129000,163231,17121,287500
20170303,2078.75,36500,47100,142000,287500,39620,30900,125000,162029,17221,282000
20170306,2081.36,36550,49350,145000,288500,40080,31200,125000,160227,16820,275500
20170307,2094.05,36700,48800,144000,288000,40200,31140,125000,160026,16800,277000
20170308,2095.41,36300,48000,144500,290000,40200,31060,130000,160227,16659,273000
20170309,2091.06,36250,48000,145000,286000,40200,30800,127500,158024,16619,269500
20170310,2097.35,36300,49200,146000,283000,40180,31000,126500,160227,17121,266500
20170313,2117.59,36450,51000,146000,281000,40600,31560,131000,165434,17020,269000
20170314,2133.78,36400,50300,149000,280000,41360,32260,133500,163231,16759,274000
20170315,2133.00,36100,48800,149500,277500,41400,32300,135500,164232,16498,276000
20170316,2150.08,36950,49150,151500,291500,41840,32600,136000,164032,16820,278500
20170317,2164.58,36850,46750,151500,291500,42400,32980,136000,165634,16860,279500
20170320,2157.01,37000,47600,156500,296500,41900,32340,134000,163832,17040,283000
20170321,2178.38,38300,47550,170000,293000,42560,32800,134000,174447,17281,295000
20170322,2168.30,37450,48650,170000,280500,42460,32940,135000,170041,17382,290500
20170323,2172.72,37300,48450,165000,281000,41800,32360,135500,173045,17241,287000
20170324,2168.95,37250,49500,164000,278500,41500,31840,135500,174647,16880,286500
20170327,2155.66,36850,50700,162000,270000,41200,31600,134500,177251,16639,282500
20170328,2163.31,36600,50800,160000,275500,41480,31800,135500,170842,16699,292500
20170329,2166.98,36350,51300,156000,286500,41780,32360,139500,173045,16820,299500
20170330,2164.64,36600,50900,158500,284000,41980,32480,136500,172444,16619,297000
20170331,2160.23,37050,50500,157500,291000,41200,32060,138000,171242,16679,294000
20170403,2167.51,36850,51800,156500,282500,41440,32200,138000,174848,17462,293000
20170404,2161.10,36350,51000,152000,275000,42080,32560,136500,170241,17201,283000
20170405,2160.85,35950,50300,150000,280000,42140,32800,138500,168839,17241,284500
20170406,2152.75,35850,49400,148000,273000,41840,32300,137500,168238,16960,284000
20170407,2151.73,35550,49800,144500,272000,41600,32140,137500,165835,17382,284500
20170410,2133.32,35550,49000,146000,272500,41940,32240,137500,163832,17040,281000
20170411,2123.85,35000,48850,142500,271500,41600,31900,136000,154218,17201,280500
20170412,2128.91,35100,49000,141500,273000,41900,31980,133000,153818,17241,282000
20170413,2148.61,34750,49750,142500,265000,42420,32320,137000,160627,17663,274000
20170414,2134.88,34550,49800,142500,265500,42020,32000,135000,157623,17823,274500
20170417,2145.76,34950,49200,144000,264000,41560,31720,134000,157223,17883,278500
20170418,2148.46,34700,50200,141000,267000,41500,31640,133500,155821,17703,276000
20170419,2138.40,34100,49850,137000,261500,40900,31420,134000,155620,17502,270500
20170420,2149.15,34900,51400,141500,263500,40280,31180,138000,159426,18225,279000
20170421,2165.04,34850,52000,141500,270000,40760,31720,138000,162830,18064,280000
20170424,2173.74,35200,52400,141500,274000,41240,31720,138000,162230,18104,281500
20170425,2196.85,35200,52400,144500,272000,42700,32680,139500,163231,18225,279500
20170426,2207.84,35900,53700,151000,272500,42800,32820,140000,161629,18586,279500
20170427,2209.46,35000,53600,147000,271000,43840,34380,136000,158424,18345,281000
20170428,2205.44,34850,54000,144000,267500,44620,35060,137500,160227,18144,274000
20170502,2219.67,35100,55400,151000,275000,44900,36100,137500,160427,18586,275000
20170504,2241.24,35250,55900,152000,268500,45520,35800,139000,164833,18867,276000
20170508,2292.76,35750,56900,158000,268500,47020,36060,142000,169240,19068,280000
20170510,2270.12,36100,55600,156500,270000,45600,34840,141500,165034,18867,278000
20170511,2296.37,36850,56400,157500,270500,45500,34540,150000,173446,19108,285500
20170512,2286.02,36500,55300,155000,272500,45820,34880,153000,169840,19228,287500
20170515,2290.65,36800,55600,154000,271000,46100,35140,154000,168038,18827,285000
20170516,2295.33,36900,55300,157500,273000,46380,35500,153000,168038,19108,285500
20170517,2293.08,37150,54700,158500,270500,46340,35820,155000,166636,19108,284000
20170518,2286.82,38200,55700,165000,270000,45940,35600,151500,165034,19108,280500
20170519,2288.48,38800,54200,170000,271500,44720,34860,156000,166636,19670,282000
20170522,2304.03,39050,56000,170000,285000,45100,35140,156500,169640,19971,287000
20170523,2311.74,39200,55100,170000,285000,44920,35500,157500,168639,19870,289500
20170524,2317.34,39000,55800,164000,280000,44880,35460,158000,170642,19971,290000
20170525,2342.93,38950,55800,165000,287500,45680,35720,156500,170642,19790,296000
20170526,2355.30,38850,57100,163500,284000,46080,36120,159500,171242,20011,304500
20170529,2352.97,39250,57900,162000,283500,45620,35820,165000,171443,19911,309500
20170530,2343.68,39150,57400,164000,281000,44640,35020,164500,170642,19690,306500
20170531,2347.38,39050,57000,163000,282000,44700,34980,165500,169240,19830,302000
20170601,2344.61,39550,56400,165500,274500,44680,34980,158500,168639,19830,303000
20170602,2371.72,39200,57100,163000,273000,45960,35800,158500,173045,20232,294000
20170605,2368.62,38750,56100,161500,275000,45940,36060,158500,175448,20974,291500
20170607,2360.14,38850,56500,159000,272500,45300,36000,161000,175448,21677,290500
20170608,2363.57,39150,56700,160000,270000,45160,36380,159500,178252,21777,289500
20170609,2381.69,39000,58300,160000,275000,46100,37160,155500,192272,22038,292500
20170612,2357.87,38950,57500,162500,278000,45380,36700,148000,179254,21075,289500
20170613,2374.70,39200,58800,164500,278500,45400,36680,151000,179254,21456,292500
20170614,2372.64,40100,59300,169000,279500,45360,36780,150500,176850,21356,281000
20170615,2361.65,39300,60600,163000,272000,45680,36840,152000,177251,21175,276500
20170616,2361.83,39750,60500,165000,274500,45580,37060,147500,178653,20653,278000
20170619,2370.90,39750,62800,167000,271500,46560,37460,155000,175849,20834,279000
20170620,2369.23,39400,64000,166500,271000,48140,38420,156000,173446,20372,275500
20170621,2357.53,38100,64800,160500,267000,47480,38020,158000,176250,19830,280000
20170622,2370.37,38300,65000,161500,269000,47960,38000,164000,176250,19670,287000
20170623,2378.60,38850,65000,164000,270500,47620,37980,164500,177651,20372,283500
20170626,2388.66,38650,67500,164000,272500,48280,38300,172500,177852,20111,282500
20170627,2391.95,38000,69200,160500,275000,48300,38420,176000,174046,20834,283000
20170628,2382.56,37850,67200,160000,284000,47700,37620,170500,172444,20232,280500
20170629,2395.66,38150,68500,161000,283500,47940,38000,168000,170842,20372,282000
20170630,2391.79,38200,67400,159500,287000,47540,37240,171500,167838,20372,291000
20170703,2394.48,38700,66300,163500,295000,47220,37400,170000,169039,19951,296500
20170704,2380.52,38000,65800,158500,291000,47000,36980,168500,168238,19730,290000
20170705,2388.35,38000,68000,156000,295500,47580,37320,177000,167237,20573,291000
20170706,2387.81,37700,68100,155500,294000,48060,37900,177000,165234,20894,290000
20170707,2379.87,37300,66600,151500,296000,47860,37640,177000,167838,20392,289000
20170710,2382.10,36700,67300,148000,300000,48660,38360,176000,162830,20473,291500
20170711,2396.00,36800,69000,148000,308000,49000,38580,176500,166235,20172,299000
20170712,2391.77,37000,68900,149000,306000,49880,38840,172500,164433,19770,299500
20170713,2409.49,37000,70600,149000,315000,50560,39740,181000,166235,20051,314000
20170714,2414.63,37400,71100,154000,315000,50480,39580,181000,168038,19870,318500
20170717,2425.10,37600,71200,150500,317500,50640,40400,187000,168038,20172,319500
20170718,2426.04,37000,70800,148000,316500,50840,40020,189000,166235,20774,326500
20170719,2429.94,37050,71000,148500,317500,50740,40100,178000,167237,21075,318500
20170720,2441.84,36450,71300,148000,327000,51200,40420,177500,167237,21075,326000
20170721,2450.06,36550,71200,147500,327500,51080,41120,181000,168038,21677,329000
20170724,2451.53,36500,73000,145000,322000,50860,40760,180000,166836,21878,335000
20170725,2439.90,36800,70400,146000,323000,50000,40060,182000,167637,21577,329000
20170726,2434.51,36900,66800,148000,329500,49840,39560,171500,165234,21175,326500
20170727,2443.24,37000,68400,146500,331500,49800,39880,173000,165234,21978,331000
20170728,2400.99,37200,64600,149500,327500,47760,38400,166000,160026,22279,323000
20170731,2402.71,36600,66000,145000,332000,48200,38620,168500,160828,24086,328000
20170801,2422.96,36750,65500,145500,334000,48600,38440,172000,159426,23684,333000
20170802,2427.63,36850,68000,147500,330000,49000,39180,179500,159225,22982,333500
20170803,2386.85,36950,65500,148500,330000,47780,37540,175500,155821,22982,329000
20170804,2395.45,37600,64000,150000,334000,47700,37580,181500,155420,22179,342500
20170807,2398.75,37050,64100,148000,342000,47580,37880,181000,159426,22179,344000
20170808,2394.73,35400,66300,144000,337500,47720,38400,177500,162230,22279,340000
20170809,2368.39,35500,64200,146000,339500,46280,37420,170500,159826,21777,332500
20170810,2359.47,35350,64400,145000,333000,45900,37080,171000,159025,21777,337500
20170811,2319.71,35200,61400,142000,317000,44620,36000,169000,159225,22078,339500
20170814,2334.22,35700,65100,144500,325000,45000,36580,176500,156021,22681,343500
20170816,2348.26,35450,66100,144500,318500,46200,38020,178500,157623,22982,345500
20170817,2361.67,35250,66400,144000,333500,47040,38660,178000,155620,22982,343500
20170818,2358.37,35350,67000,144500,330500,46900,38740,176500,157022,22781,349000
20170821,2355.00,35700,67200,148000,339500,46840,38440,178500,156421,22881,349000
20170822,2365.33,35500,68200,147000,340000,47000,38600,185500,153617,23182,363000
20170823,2366.40,35200,68000,146500,330500,47480,39140,189000,154819,23082,366000
20170824,2375.84,34800,68100,143500,330000,47520,38860,191000,154419,23383,375000
20170825,2378.51,35350,68400,144500,334500,47020,38040,191000,156221,23584,368500
20170828,2370.30,35900,67900,144500,334500,46100,37180,187000,156822,23684,369500
20170829,2364.74,35750,67600,144000,339000,46080,37760,185500,155821,23885,368500
20170830,2372.29,36750,68500,143000,337000,46200,38000,192500,155019,24487,380000
20170831,2363.19,35450,68600,140500,343500,46320,37700,196500,151214,24688,379000
20170901,2357.69,35550,68700,143000,347000,46480,38100,197000,149411,24487,373000
20170904,2329.65,34900,68100,140000,345000,46040,37600,193000,145406,23985,370000
20170905,2326.62,34100,69900,138000,342500,46760,37520,190500,147409,25189,366000
20170906,2319.82,32850,71700,136000,335000,47000,38080,192500,147609,25691,372000
20170907,2346.19,32900,71400,138000,332500,48120,38840,193000,146207,25491,370000
20170908,2343.72,32000,72600,135500,336500,49080,39600,192500,145606,25992,372500
20170911,2359.08,31800,73800,135000,336500,49800,40720,202500,144204,26193,392000
20170912,2365.47,31150,74700,136000,339000,49600,40800,200000,147208,26193,390000
20170913,2360.18,30250,75700,134000,333000,49620,40700,208500,146007,25591,407500
20170914,2377.66,30600,76800,137000,323500,50300,40700,210000,153217,26494,407000
20170915,2386.07,30900,77200,136500,312000,50400,40900,214500,152215,27197,401000
20170918,2418.21,30550,79700,137000,312000,52480,42300,220500,156421,27197,395000
20170919,2416.05,31000,79200,140000,324000,52120,42300,223000,154218,27498,397000
20170920,2412.20,31350,80700,142000,325000,52220,42500,219000,156822,28602,388500
20170921,2406.50,30600,83100,141500,316500,52800,42720,213000,152816,28501,389000
20170922,2388.71,30400,83100,142000,306500,53000,42240,208500,153017,27799,369000
20170925,2380.40,30200,86300,141000,307500,53620,43040,216000,151014,27799,379500
20170926,2374.32,30950,82100,147500,315500,51660,41760,210000,150813,28301,375500
20170927,2372.57,31450,82400,147500,311500,51680,41300,209500,147008,28200,378000
20170928,2373.14,30850,83200,147000,315500,51260,41160,200000,146808,28000,386000
20170929,2394.47,31650,82900,150500,317000,51280,41240,198500,149211,28903,392000
20171010,2433.81,31950,88700,151000,322500,52800,42100,213500,151414,29906,393000
20171011,2458.16,32550,89100,155000,315500,54640,44160,217000,150413,30207,385000
20171012,2474.76,32300,88500,156500,313000,54800,43700,215000,153818,32014,379000
20171013,2473.62,32100,86100,154500,325000,54000,43600,216000,152616,30609,375000
20171016,2480.05,32350,84200,153000,344000,53920,43200,203500,152616,31311,370000
20171017,2484.37,31500,83500,149500,335500,54800,43800,202500,153818,31612,373000
20171018,2482.91,32950,80900,150500,336000,54760,43720,198000,163231,29806,384000
20171019,2473.06,33250,79000,151500,340000,52980,41980,197000,162430,29505,385000
20171020,2489.54,33400,81200,151500,337000,53840,42820,199500,160427,30107,384000
20171023,2490.05,33850,84700,151500,332500,54300,43060,205000,160026,30308,395500
20171024,2490.49,33800,81800,151000,329500,54040,43460,197500,160427,30107,388500
20171025,2492.50,33250,81700,148500,337000,53900,42900,198500,161028,29304,386500
20171026,2480.63,34250,78700,159500,331500,52400,41340,195500,168238,28100,394500
20171027,2496.63,34400,78400,158500,341000,53080,42320,195000,176049,28802,405500
20171030,2501.93,34550,79800,156000,332000,54040,42700,202500,175448,28501,405500
20171031,2523.43,35400,82200,161000,325500,55080,44800,206000,179053,28903,403500
20171101,2556.47,35350,85300,160500,324000,57220,46700,224500,172244,30308,414500
20171102,2546.36,35150,83400,160000,323000,57060,46580,225000,171443,30107,420000
20171103,2557.97,35250,84400,161500,325500,56380,46000,220000,172845,30609,414000
20171106,2549.41,34900,83500,158500,319000,56380,45700,217500,172444,30709,409000
20171107,2545.44,34750,82400,155000,324000,56100,45640,221000,172244,30910,409000
20171108,2552.40,34500,83200,155000,316500,56760,45800,221000,170041,31612,409000
20171109,2550.57,35000,82400,155500,319000,56340,45620,221500,165234,30609,414000
20171110,2542.95,34750,82000,154500,323000,56400,45320,221000,163031,30609,406500
20171113,2530.35,35800,82300,160500,318500,56380,45140,212500,164032,30910,394500
20171114,2526.64,35050,83400,160500,319000,55920,44500,214000,161228,31111,392500
20171115,2518.25,35000,82000,161500,307500,55340,43960,217500,161228,30910,397000
20171116,2534.79,34200,82500,159500,309500,55780,44000,215500,160627,31010,405500
20171117,2533.99,33850,83000,157000,313000,55820,44000,220000,161228,31612,408500
20171120,2527.67,33750,82100,156500,317000,55200,44100,214500,160427,32114,409500
20171121,2530.70,33650,85000,157000,312000,55280,44140,218500,161829,32315,413000
20171122,2540.51,33150,86800,155000,312500,55960,45560,227500,160427,31010,417000
20171123,2537.15,33150,84700,157000,320000,55300,44800,229500,160427,30007,421500
20171124,2544.33,33050,85100,159000,320000,55460,45080,232500,162230,29706,423500
20171127,2507.81,32750,83100,158500,322000,52640,42740,222500,159225,29605,419500
20171128,2514.19,32950,82600,157000,322000,53280,42980,220000,161629,29204,420500
20171129,2512.90,33350,82400,160500,329000,52600,42600,220500,162630,29103,422500
20171130,2476.37,33650,76800,164500,335000,50800,41920,212000,160227,27397,417500
20171201,2475.41,33150,77400,161500,328500,50840,41920,214500,166436,28100,412000
20171204,2501.67,33100,79100,160500,337500,51340,41580,214000,168038,28000,420000
20171205,2510.12,33750,77900,161500,345000,51260,41320,204000,166836,28200,414000
20171206,2474.37,33900,77500,162000,333000,50020,40040,202500,165434,27698,408500
20171207,2461.98,33250,76000,161500,332500,50740,40500,208000,167637,27197,397000
20171208,2464.00,33000,78700,158500,330500,52000,41500,209500,166235,27799,398500
20171211,2471.49,32450,78700,150000,332500,51780,41500,210000,165434,28100,400000
20171212,2461.00,32700,77800,150000,332000,52100,41700,213500,165835,28301,390000
20171213,2480.55,33100,76800,151500,334500,51320,41120,217000,168438,28301,393000
20171214,2469.48,32500,76000,150500,330500,51060,41380,210500,167237,28903,390000
20171215,2482.07,33250,75700,154000,333500,50620,40540,209000,169039,28602,394000
20171218,2481.88,33300,77200,154000,326000,51200,40760,208000,172244,26996,397500
20171219,2478.53,33150,80200,153000,327000,51560,41200,209000,171242,27197,398500
20171220,2472.37,33300,80100,152500,333500,50880,40540,211000,169800,26700,398000
20171221,2429.83,32900,77000,150000,337000,49140,39120,202000,168639,25892,391000
20171222,2440.54,33100,76700,153000,337000,49700,40040,202500,172644,25992,393500
20171226,2427.34,33200,74000,154000,339500,48200,39160,195000,175048,25290,392000
20171227,2436.67,33350,75100,156500,334500,49360,40060,197500,175649,28000,394500
20171228,2467.49,33500,76500,156000,332500,50960,41800,204500,174247,27498,405000
20180102,2479.65,32800,76600,149500,339000,51020,41940,212000,177251,29405,411000
20180103,2486.35,32600,77700,150500,357500,51620,41800,207500,174447,29906,409500
20180104,2466.46,31550,77100,146500,367500,51080,41800,208500,178853,31311,395500
20180105,2497.52,31950,79300,149000,368000,52120,42260,220500,181857,31311,405000
20180108,2513.28,32400,78200,151000,369500,52020,42060,225500,190269,32014,424500
20180109,2510.23,32500,76900,152500,377500,50400,40880,219500,189068,31512,425500
20180110,2499.75,33050,72900,155500,372500,48840,39080,213500,185863,30007,416500
20180111,2487.91,32500,72600,155000,366500,48240,39340,214500,183660,28200,421500
20180112,2496.42,32100,74400,154000,386500,48200,39160,215500,182058,28200,426000
20180115,2503.73,32050,72700,155000,380500,48540,39540,213000,184461,29103,437000
20180116,2521.74,32650,74400,158000,378000,50000,40800,216500,180856,28200,431500
20180117,2515.43,32850,74100,157500,385500,49620,40240,214500,177852,26896,420500
20180118,2515.81,32700,75200,155000,385000,49900,40940,218000,180856,27197,417000
20180119,2520.26,34050,73300,162000,385500,49320,40000,204000,176450,27698,423500
20180122,2502.11,33750,71100,162500,377500,48240,39560,203000,178853,27197,418000
20180123,2536.60,33800,71300,161000,380000,49160,40200,201000,178052,27397,423000
20180124,2538.00,33900,72400,156500,387000,49340,40240,208000,175849,27096,438000
20180125,2562.23,33900,75800,158500,392000,50260,40960,210000,182859,27096,436500
20180126,2574.76,33500,75500,152500,395000,50780,41400,207000,185663,28100,435500
20180129,2598.19,33900,75300,154500,392000,51220,42080,209000,186664,27899,441500
20180130,2567.74,34200,73100,156000,379500,49800,41000,204500,186464,27799,436000
20180131,2566.46,34650,73500,162000,380500,49900,42180,197000,182258,28100,432000
20180201,2568.54,34350,74400,160500,395000,49820,41180,187500,184862,28401,418500
20180202,2525.39,35250,72200,162500,383500,47700,39460,179000,181257,28802,400500
20180205,2491.75,34950,70200,159000,381500,47920,39560,175000,176049,26996,390000
20180206,2453.31,34400,70200,157500,375000,47420,39160,177000,170441,26293,388500
20180207,2396.56,34050,71100,157500,365000,45800,37620,172000,168839,25390,375000
20180208,2407.62,33900,73900,161000,360500,46000,38100,175000,168839,25390,374000
20180209,2363.77,33050,73400,155000,352000,44700,36780,170000,161829,23684,366000
20180212,2385.38,32850,74500,154000,363000,45720,37600,174000,160227,23684,372000
20180213,2395.19,32100,77700,152500,358500,47540,39700,172500,161228,23885,364500
20180214,2421.83,32600,77600,154500,363500,49000,40740,180500,162430,24587,372500
20180219,2442.82,33100,76500,155000,363500,48380,40740,182500,164232,24888,383500
20180220,2415.12,32800,75500,153500,364500,47400,40400,179500,161629,24688,376500
20180221,2429.65,33850,76900,160000,364000,47280,40020,178000,166836,24989,374500
20180222,2414.28,33650,75900,157000,359500,46760,39500,179000,165634,24788,376500
20180223,2451.52,34000,77300,159000,362500,47220,39500,182000,166035,24788,389000
20180226,2457.65,34200,77500,161000,369500,47380,39620,177000,162230,24688,394000
20180227,2456.14,34450,78700,161000,378500,47380,39820,175500,161028,26293,398000
20180228,2427.36,34350,76800,161500,361500,47060,39900,171000,160828,25691,383000
20180302,2402.16,33500,77400,156000,348500,46020,38420,170500,157423,25591,383500
20180305,2375.06,33400,78300,153000,348500,45200,37700,170000,156021,24688,375000
20180306,2411.41,34000,82400,157000,348500,47020,38920,179500,159426,26594,387500
20180307,2401.82,33100,82700,152500,347500,48620,40300,178000,159225,25992,385000
20180308,2433.08,33300,83500,154500,358000,49200,40500,182000,160026,26494,387000
20180309,2459.45,32900,83300,154000,345000,49740,41600,196500,160627,26896,406500
20180312,2484.12,32850,84900,153500,353000,49740,42100,202500,161428,27096,410500
20180313,2494.49,32550,90000,153500,353500,51660,43380,202000,164232,28200,409500
20180314,2486.08,32800,90700,156000,340000,51760,42880,206500,162029,27498,411500
20180315,2492.38,32350,89600,157500,337500,51540,42380,214500,164232,28401,419000
20180316,2493.97,32550,89800,157500,342000,51140,41900,215500,160427,28301,413500
20180319,2475.03,31400,89900,151500,343000,50740,41640,206000,157223,27598,405000
20180320,2485.52,31950,89600,152500,340500,51200,42000,208500,159225,27899,406500
20180321,2484.97,31800,88400,154500,345500,51060,42120,204500,159025,27698,410000
20180322,2496.02,31900,88600,152500,340500,51780,42140,208000,160828,27698,409000
20180323,2416.76,31300,83100,151500,321500,49720,40600,199500,156822,26193,393500
20180326,2437.08,31450,84000,149500,328000,50280,41120,201500,158024,26293,400000
20180327,2452.06,31750,81400,154000,345500,49980,40720,201000,158024,26394,403000
20180328,2419.29,33000,80300,151500,335000,48700,40180,197000,157022,25892,386000
20180329,2436.37,31850,80300,143500,337000,49040,40500,191000,157423,25992,386000
20180330,2445.85,31000,81300,143500,325500,49220,40800,192500,158625,26494,385500
20180402,2444.16,31200,81300,148500,327500,48540,40180,199500,157223,25892,387500
20180403,2442.43,31750,81800,152000,325000,48120,40080,197500,157223,25792,378500
20180404,2408.06,32550,80400,156500,317500,46920,39180,189500,151014,24788,376000
20180405,2437.52,32350,82900,154000,318500,48740,40800,191000,156021,24989,383500
20180406,2429.58,32050,80300,152500,319000,48400,40240,191000,154218,24587,379000
20180409,2444.08,31700,80600,151000,313000,49200,40700,191500,155019,24387,376000
20180410,2450.74,32250,80400,151000,324500,48880,40320,186000,155220,24587,368000
